INSERT ALL
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(83, 1, 5, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(300, 5, 6, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(301, 5, 6, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(302, 5, 6, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(303, 5, 6, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(304, 5, 6, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(305, 5, 6, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(306, 5, 6, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(307, 5, 6, 8, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(308, 5, 6, 9, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(309, 5, 6, 10, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(310, 5, 7, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(311, 5, 7, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(312, 5, 7, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(313, 5, 7, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(314, 5, 7, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(315, 5, 7, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(316, 5, 7, 7, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(317, 5, 8, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(318, 5, 8, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(319, 5, 8, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(320, 5, 8, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(321, 5, 8, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(322, 5, 8, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(323, 6, 1, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(324, 6, 1, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(325, 6, 1, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(326, 6, 1, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(327, 6, 1, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(328, 6, 1, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(329, 6, 2, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(330, 6, 2, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(331, 6, 2, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(332, 6, 2, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(333, 6, 2, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(334, 6, 2, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(335, 6, 3, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(336, 6, 3, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(337, 6, 3, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(338, 6, 3, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(339, 6, 3, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(340, 6, 3, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(341, 6, 4, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(342, 6, 4, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(343, 6, 4, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(344, 6, 4, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(345, 6, 4, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(346, 6, 4, 6, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(347, 6, 5, 1, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(348, 6, 5, 2, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(349, 6, 5, 3, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(350, 6, 5, 4, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(351, 6, 5, 5, 32)
INTO series(series_id, SERIAL_ID, SEASON_NUMBER, SERIES_NUMBER, viewers)VALUES(352, 6, 5, 6, 32)
SELECT * FROM DUAL;
